# type_map_central.csv -- source cluster/annotation -> MaleCNS v1.0 type, for the two central-brain single-cell atlases.
# sources: davie2018 = Davie et al. 2018 Cell 174:982 (GEO GSE107451, 57k-cell 10x metadata `annotation`; Table S2 = mmc2.xlsx);
#          fca2022 = Li et al. 2022 Science 375:eabk2432, Fly Cell Atlas head 10x stringent loom col_attrs/annotation (FBbt terms).
# tier: exact = source label (or its type token) is a MaleCNS type name; alias = documented synonym of one type; fuzzy = the label names a
#       family that MaleCNS splits into several types, selected by the name rule in `rule` (re:regex | list:A|B); class = the label is a cell
#       class, MaleCNS side selected by class/subclass/nt columns or a curated list (`rule`); unmatched = no evidenced correspondence.
# One row per (source_name, malecns_type). n_cells_malecns = MaleCNS cells of that type; n_cells_source = cells/nuclei in the source cluster.
# Sex: davie2018 is mixed-sex (male 27,854 / female 29,048), fca2022 head is mixed (male 47,409 / female 49,105 / mix 4,013); MaleCNS is male.
# Built by scratchpad/build_central_map.py (session 10 NT integration workflow, source key central).
source,source_name,malecns_type,tier,evidence,n_cells_malecns,n_cells_source,rule
davie2018,Octopaminergic,OA-VUMa1,class,"Table S2 subcluster of 64 'Octopaminergic' (Tdc2 2.45, Tbh 2.56); MaleCNS side = consensus nt octopamine, non-VNC (OA-VUMa/VPM/ASM/AL2i and others); NT-defined class",2,76,"query:nt == 'octopamine' and superclass in ['cb_intrinsic','cb_sensory','cb_endocrine','cb_motor','visual_centrifugal','visual_projection','ol_intrinsic','descending_neuron']"
davie2018,Octopaminergic,OA-VUMa2,class,"Table S2 subcluster of 64 'Octopaminergic' (Tdc2 2.45, Tbh 2.56); MaleCNS side = consensus nt octopamine, non-VNC (OA-VUMa/VPM/ASM/AL2i and others); NT-defined class",2,76,"query:nt == 'octopamine' and superclass in ['cb_intrinsic','cb_sensory','cb_endocrine','cb_motor','visual_centrifugal','visual_projection','ol_intrinsic','descending_neuron']"
davie2018,Octopaminergic,OA-VUMa3,class,"Table S2 subcluster of 64 'Octopaminergic' (Tdc2 2.45, Tbh 2.56); MaleCNS side = consensus nt octopamine, non-VNC (OA-VUMa/VPM/ASM/AL2i and others); NT-defined class",2,76,"query:nt == 'octopamine' and superclass in ['cb_intrinsic','cb_sensory','cb_endocrine','cb_motor','visual_centrifugal','visual_projection','ol_intrinsic','descending_neuron']"
davie2018,Octopaminergic,OA-VUMa4,class,"Table S2 subcluster of 64 'Octopaminergic' (Tdc2 2.45, Tbh 2.56); MaleCNS side = consensus nt octopamine, non-VNC (OA-VUMa/VPM/ASM/AL2i and others); NT-defined class",2,76,"query:nt == 'octopamine' and superclass in ['cb_intrinsic','cb_sensory','cb_endocrine','cb_motor','visual_centrifugal','visual_projection','ol_intrinsic','descending_neuron']"
davie2018,Octopaminergic,OA-VUMa5,class,"Table S2 subcluster of 64 'Octopaminergic' (Tdc2 2.45, Tbh 2.56); MaleCNS side = consensus nt octopamine, non-VNC (OA-VUMa/VPM/ASM/AL2i and others); NT-defined class",2,76,"query:nt == 'octopamine' and superclass in ['cb_intrinsic','cb_sensory','cb_endocrine','cb_motor','visual_centrifugal','visual_projection','ol_intrinsic','descending_neuron']"
davie2018,Octopaminergic,OA-VUMa6,class,"Table S2 subcluster of 64 'Octopaminergic' (Tdc2 2.45, Tbh 2.56); MaleCNS side = consensus nt octopamine, non-VNC (OA-VUMa/VPM/ASM/AL2i and others); NT-defined class",2,76,"query:nt == 'octopamine' and superclass in ['cb_intrinsic','cb_sensory','cb_endocrine','cb_motor','visual_centrifugal','visual_projection','ol_intrinsic','descending_neuron']"
davie2018,Octopaminergic,OA-VUMa8,class,"Table S2 subcluster of 64 'Octopaminergic' (Tdc2 2.45, Tbh 2.56); MaleCNS side = consensus nt octopamine, non-VNC (OA-VUMa/VPM/ASM/AL2i and others); NT-defined class",1,76,"query:nt == 'octopamine' and superclass in ['cb_intrinsic','cb_sensory','cb_endocrine','cb_motor','visual_centrifugal','visual_projection','ol_intrinsic','descending_neuron']"
davie2018,Tyraminergic,,unmatched,"Table S2 subcluster of 64 'Tyraminergic' (Tdc2 2.59, Tbh 0.11); MaleCNS has no tyramine NT label and no tyraminergic type names",0,122,
davie2018,Clock,s-LNv,class,"Table S2 res2 cluster 36 'Clock neurons' (Abruzzi 2017; Klarsfeld 2004; Park 2000); 389 cells is ~2-3x the ~150 canonical clock neurons, so the cluster is broader than the list; MaleCNS side = the 10 named clock types (no DN2/DN3 names exist in MaleCNS v1.0)",8,389,list:s-LNv|l-LNv|5thsLNv_LNd6|LNd_b|LNd_c|LPN_a|LPN_b|DN1a|DN1pA|DN1pB
davie2018,Clock,l-LNv,class,"Table S2 res2 cluster 36 'Clock neurons' (Abruzzi 2017; Klarsfeld 2004; Park 2000); 389 cells is ~2-3x the ~150 canonical clock neurons, so the cluster is broader than the list; MaleCNS side = the 10 named clock types (no DN2/DN3 names exist in MaleCNS v1.0)",8,389,list:s-LNv|l-LNv|5thsLNv_LNd6|LNd_b|LNd_c|LPN_a|LPN_b|DN1a|DN1pA|DN1pB
davie2018,Clock,5thsLNv_LNd6,class,"Table S2 res2 cluster 36 'Clock neurons' (Abruzzi 2017; Klarsfeld 2004; Park 2000); 389 cells is ~2-3x the ~150 canonical clock neurons, so the cluster is broader than the list; MaleCNS side = the 10 named clock types (no DN2/DN3 names exist in MaleCNS v1.0)",4,389,list:s-LNv|l-LNv|5thsLNv_LNd6|LNd_b|LNd_c|LPN_a|LPN_b|DN1a|DN1pA|DN1pB
davie2018,Clock,LNd_b,class,"Table S2 res2 cluster 36 'Clock neurons' (Abruzzi 2017; Klarsfeld 2004; Park 2000); 389 cells is ~2-3x the ~150 canonical clock neurons, so the cluster is broader than the list; MaleCNS side = the 10 named clock types (no DN2/DN3 names exist in MaleCNS v1.0)",4,389,list:s-LNv|l-LNv|5thsLNv_LNd6|LNd_b|LNd_c|LPN_a|LPN_b|DN1a|DN1pA|DN1pB
davie2018,Clock,LNd_c,class,"Table S2 res2 cluster 36 'Clock neurons' (Abruzzi 2017; Klarsfeld 2004; Park 2000); 389 cells is ~2-3x the ~150 canonical clock neurons, so the cluster is broader than the list; MaleCNS side = the 10 named clock types (no DN2/DN3 names exist in MaleCNS v1.0)",6,389,list:s-LNv|l-LNv|5thsLNv_LNd6|LNd_b|LNd_c|LPN_a|LPN_b|DN1a|DN1pA|DN1pB
davie2018,Clock,LPN_a,class,"Table S2 res2 cluster 36 'Clock neurons' (Abruzzi 2017; Klarsfeld 2004; Park 2000); 389 cells is ~2-3x the ~150 canonical clock neurons, so the cluster is broader than the list; MaleCNS side = the 10 named clock types (no DN2/DN3 names exist in MaleCNS v1.0)",4,389,list:s-LNv|l-LNv|5thsLNv_LNd6|LNd_b|LNd_c|LPN_a|LPN_b|DN1a|DN1pA|DN1pB
davie2018,Clock,LPN_b,class,"Table S2 res2 cluster 36 'Clock neurons' (Abruzzi 2017; Klarsfeld 2004; Park 2000); 389 cells is ~2-3x the ~150 canonical clock neurons, so the cluster is broader than the list; MaleCNS side = the 10 named clock types (no DN2/DN3 names exist in MaleCNS v1.0)",2,389,list:s-LNv|l-LNv|5thsLNv_LNd6|LNd_b|LNd_c|LPN_a|LPN_b|DN1a|DN1pA|DN1pB
davie2018,Clock,DN1a,class,"Table S2 res2 cluster 36 'Clock neurons' (Abruzzi 2017; Klarsfeld 2004; Park 2000); 389 cells is ~2-3x the ~150 canonical clock neurons, so the cluster is broader than the list; MaleCNS side = the 10 named clock types (no DN2/DN3 names exist in MaleCNS v1.0)",4,389,list:s-LNv|l-LNv|5thsLNv_LNd6|LNd_b|LNd_c|LPN_a|LPN_b|DN1a|DN1pA|DN1pB
davie2018,Clock,DN1pA,class,"Table S2 res2 cluster 36 'Clock neurons' (Abruzzi 2017; Klarsfeld 2004; Park 2000); 389 cells is ~2-3x the ~150 canonical clock neurons, so the cluster is broader than the list; MaleCNS side = the 10 named clock types (no DN2/DN3 names exist in MaleCNS v1.0)",8,389,list:s-LNv|l-LNv|5thsLNv_LNd6|LNd_b|LNd_c|LPN_a|LPN_b|DN1a|DN1pA|DN1pB
davie2018,Clock,DN1pB,class,"Table S2 res2 cluster 36 'Clock neurons' (Abruzzi 2017; Klarsfeld 2004; Park 2000); 389 cells is ~2-3x the ~150 canonical clock neurons, so the cluster is broader than the list; MaleCNS side = the 10 named clock types (no DN2/DN3 names exist in MaleCNS v1.0)",4,389,list:s-LNv|l-LNv|5thsLNv_LNd6|LNd_b|LNd_c|LPN_a|LPN_b|DN1a|DN1pA|DN1pB
davie2018,LNv,s-LNv,fuzzy,Table S2 sub-clustering 'LNv' (Pdf-expressing cells; Klarsfeld 2004); Pdf 6.29; rule = the two Pdf+ LNv types (5th s-LNv is Pdf-negative and excluded),8,41,list:s-LNv|l-LNv
davie2018,LNv,l-LNv,fuzzy,Table S2 sub-clustering 'LNv' (Pdf-expressing cells; Klarsfeld 2004); Pdf 6.29; rule = the two Pdf+ LNv types (5th s-LNv is Pdf-negative and excluded),8,41,list:s-LNv|l-LNv
davie2018,DN1,DN1a,fuzzy,"Table S2 res2 cluster 86 'DN1' (Abruzzi 2017; Kunst 2014); VGlut 5.01, Dh31 4.80 (DN1p are glutamatergic/Dh31+); rule ^DN1(a|pA|pB)",4,29,re:^DN1(a|pA|pB)$
davie2018,DN1,DN1pA,fuzzy,"Table S2 res2 cluster 86 'DN1' (Abruzzi 2017; Kunst 2014); VGlut 5.01, Dh31 4.80 (DN1p are glutamatergic/Dh31+); rule ^DN1(a|pA|pB)",8,29,re:^DN1(a|pA|pB)$
davie2018,DN1,DN1pB,fuzzy,"Table S2 res2 cluster 86 'DN1' (Abruzzi 2017; Kunst 2014); VGlut 5.01, Dh31 4.80 (DN1p are glutamatergic/Dh31+); rule ^DN1(a|pA|pB)",4,29,re:^DN1(a|pA|pB)$
davie2018,MBON,MBON01,class,Table S2 res2 cluster 57 'MBON' (mapping to Crocker 2016); MaleCNS class MBON,2,257,query:klass == 'MBON'
davie2018,MBON,MBON02,class,Table S2 res2 cluster 57 'MBON' (mapping to Crocker 2016); MaleCNS class MBON,2,257,query:klass == 'MBON'
davie2018,MBON,MBON03,class,Table S2 res2 cluster 57 'MBON' (mapping to Crocker 2016); MaleCNS class MBON,2,257,query:klass == 'MBON'
davie2018,MBON,MBON04,class,Table S2 res2 cluster 57 'MBON' (mapping to Crocker 2016); MaleCNS class MBON,2,257,query:klass == 'MBON'
davie2018,MBON,MBON05,class,Table S2 res2 cluster 57 'MBON' (mapping to Crocker 2016); MaleCNS class MBON,2,257,query:klass == 'MBON'
davie2018,MBON,MBON06,class,Table S2 res2 cluster 57 'MBON' (mapping to Crocker 2016); MaleCNS class MBON,2,257,query:klass == 'MBON'
davie2018,MBON,MBON07,class,Table S2 res2 cluster 57 'MBON' (mapping to Crocker 2016); MaleCNS class MBON,4,257,query:klass == 'MBON'
davie2018,MBON,MBON09,class,Table S2 res2 cluster 57 'MBON' (mapping to Crocker 2016); MaleCNS class MBON,4,257,query:klass == 'MBON'
davie2018,MBON,MBON10,class,Table S2 res2 cluster 57 'MBON' (mapping to Crocker 2016); MaleCNS class MBON,9,257,query:klass == 'MBON'
davie2018,MBON,MBON11,class,Table S2 res2 cluster 57 'MBON' (mapping to Crocker 2016); MaleCNS class MBON,2,257,query:klass == 'MBON'
davie2018,MBON,MBON12,class,Table S2 res2 cluster 57 'MBON' (mapping to Crocker 2016); MaleCNS class MBON,4,257,query:klass == 'MBON'
davie2018,MBON,MBON13,class,Table S2 res2 cluster 57 'MBON' (mapping to Crocker 2016); MaleCNS class MBON,2,257,query:klass == 'MBON'
davie2018,MBON,MBON14,class,Table S2 res2 cluster 57 'MBON' (mapping to Crocker 2016); MaleCNS class MBON,4,257,query:klass == 'MBON'
davie2018,MBON,MBON15,class,Table S2 res2 cluster 57 'MBON' (mapping to Crocker 2016); MaleCNS class MBON,4,257,query:klass == 'MBON'
davie2018,MBON,MBON15-like,class,Table S2 res2 cluster 57 'MBON' (mapping to Crocker 2016); MaleCNS class MBON,4,257,query:klass == 'MBON'
davie2018,MBON,MBON16,class,Table S2 res2 cluster 57 'MBON' (mapping to Crocker 2016); MaleCNS class MBON,2,257,query:klass == 'MBON'
davie2018,MBON,MBON17,class,Table S2 res2 cluster 57 'MBON' (mapping to Crocker 2016); MaleCNS class MBON,2,257,query:klass == 'MBON'
davie2018,MBON,MBON17-like,class,Table S2 res2 cluster 57 'MBON' (mapping to Crocker 2016); MaleCNS class MBON,2,257,query:klass == 'MBON'
davie2018,MBON,MBON18,class,Table S2 res2 cluster 57 'MBON' (mapping to Crocker 2016); MaleCNS class MBON,2,257,query:klass == 'MBON'
davie2018,MBON,MBON19,class,Table S2 res2 cluster 57 'MBON' (mapping to Crocker 2016); MaleCNS class MBON,4,257,query:klass == 'MBON'
davie2018,MBON,MBON20,class,Table S2 res2 cluster 57 'MBON' (mapping to Crocker 2016); MaleCNS class MBON,2,257,query:klass == 'MBON'
davie2018,MBON,MBON21,class,Table S2 res2 cluster 57 'MBON' (mapping to Crocker 2016); MaleCNS class MBON,2,257,query:klass == 'MBON'
davie2018,MBON,MBON22,class,Table S2 res2 cluster 57 'MBON' (mapping to Crocker 2016); MaleCNS class MBON,2,257,query:klass == 'MBON'
davie2018,MBON,MBON23,class,Table S2 res2 cluster 57 'MBON' (mapping to Crocker 2016); MaleCNS class MBON,2,257,query:klass == 'MBON'
davie2018,MBON,MBON24,class,Table S2 res2 cluster 57 'MBON' (mapping to Crocker 2016); MaleCNS class MBON,2,257,query:klass == 'MBON'
davie2018,MBON,MBON25,class,Table S2 res2 cluster 57 'MBON' (mapping to Crocker 2016); MaleCNS class MBON,2,257,query:klass == 'MBON'
davie2018,MBON,MBON25-like,class,Table S2 res2 cluster 57 'MBON' (mapping to Crocker 2016); MaleCNS class MBON,4,257,query:klass == 'MBON'
davie2018,MBON,MBON26,class,Table S2 res2 cluster 57 'MBON' (mapping to Crocker 2016); MaleCNS class MBON,2,257,query:klass == 'MBON'
davie2018,MBON,MBON27,class,Table S2 res2 cluster 57 'MBON' (mapping to Crocker 2016); MaleCNS class MBON,2,257,query:klass == 'MBON'
davie2018,MBON,MBON28,class,Table S2 res2 cluster 57 'MBON' (mapping to Crocker 2016); MaleCNS class MBON,2,257,query:klass == 'MBON'
davie2018,MBON,MBON29,class,Table S2 res2 cluster 57 'MBON' (mapping to Crocker 2016); MaleCNS class MBON,2,257,query:klass == 'MBON'
davie2018,MBON,MBON30,class,Table S2 res2 cluster 57 'MBON' (mapping to Crocker 2016); MaleCNS class MBON,2,257,query:klass == 'MBON'
davie2018,MBON,MBON31,class,Table S2 res2 cluster 57 'MBON' (mapping to Crocker 2016); MaleCNS class MBON,2,257,query:klass == 'MBON'
davie2018,MBON,MBON32,class,Table S2 res2 cluster 57 'MBON' (mapping to Crocker 2016); MaleCNS class MBON,2,257,query:klass == 'MBON'
davie2018,MBON,MBON33,class,Table S2 res2 cluster 57 'MBON' (mapping to Crocker 2016); MaleCNS class MBON,2,257,query:klass == 'MBON'
davie2018,MBON,MBON34,class,Table S2 res2 cluster 57 'MBON' (mapping to Crocker 2016); MaleCNS class MBON,2,257,query:klass == 'MBON'
davie2018,MBON,MBON35,class,Table S2 res2 cluster 57 'MBON' (mapping to Crocker 2016); MaleCNS class MBON,2,257,query:klass == 'MBON'
davie2018,Olfactory_projection_neurons,DA1_lPN,fuzzy,"Table S2 res2 cluster 27 'OPN: adPN and lPN' (Komiyama & Luo 2007; Li 2017); ChAT 1.60, acj6 0.09; rule = uniglomerular adPN/lPN types (_adPN$|_lPN$); vPN/ilPN/lvPN excluded",13,71,re:_(ad|l)PN$
davie2018,Olfactory_projection_neurons,DA2_lPN,fuzzy,"Table S2 res2 cluster 27 'OPN: adPN and lPN' (Komiyama & Luo 2007; Li 2017); ChAT 1.60, acj6 0.09; rule = uniglomerular adPN/lPN types (_adPN$|_lPN$); vPN/ilPN/lvPN excluded",10,71,re:_(ad|l)PN$
davie2018,Olfactory_projection_neurons,DA3_adPN,fuzzy,"Table S2 res2 cluster 27 'OPN: adPN and lPN' (Komiyama & Luo 2007; Li 2017); ChAT 1.60, acj6 0.09; rule = uniglomerular adPN/lPN types (_adPN$|_lPN$); vPN/ilPN/lvPN excluded",4,71,re:_(ad|l)PN$
davie2018,Olfactory_projection_neurons,DA4l_adPN,fuzzy,"Table S2 res2 cluster 27 'OPN: adPN and lPN' (Komiyama & Luo 2007; Li 2017); ChAT 1.60, acj6 0.09; rule = uniglomerular adPN/lPN types (_adPN$|_lPN$); vPN/ilPN/lvPN excluded",2,71,re:_(ad|l)PN$
davie2018,Olfactory_projection_neurons,DA4m_adPN,fuzzy,"Table S2 res2 cluster 27 'OPN: adPN and lPN' (Komiyama & Luo 2007; Li 2017); ChAT 1.60, acj6 0.09; rule = uniglomerular adPN/lPN types (_adPN$|_lPN$); vPN/ilPN/lvPN excluded",2,71,re:_(ad|l)PN$
davie2018,Olfactory_projection_neurons,DC1_adPN,fuzzy,"Table S2 res2 cluster 27 'OPN: adPN and lPN' (Komiyama & Luo 2007; Li 2017); ChAT 1.60, acj6 0.09; rule = uniglomerular adPN/lPN types (_adPN$|_lPN$); vPN/ilPN/lvPN excluded",2,71,re:_(ad|l)PN$
davie2018,Olfactory_projection_neurons,DC2_adPN,fuzzy,"Table S2 res2 cluster 27 'OPN: adPN and lPN' (Komiyama & Luo 2007; Li 2017); ChAT 1.60, acj6 0.09; rule = uniglomerular adPN/lPN types (_adPN$|_lPN$); vPN/ilPN/lvPN excluded",4,71,re:_(ad|l)PN$
davie2018,Olfactory_projection_neurons,DC3_adPN,fuzzy,"Table S2 res2 cluster 27 'OPN: adPN and lPN' (Komiyama & Luo 2007; Li 2017); ChAT 1.60, acj6 0.09; rule = uniglomerular adPN/lPN types (_adPN$|_lPN$); vPN/ilPN/lvPN excluded",6,71,re:_(ad|l)PN$
davie2018,Olfactory_projection_neurons,DC4_adPN,fuzzy,"Table S2 res2 cluster 27 'OPN: adPN and lPN' (Komiyama & Luo 2007; Li 2017); ChAT 1.60, acj6 0.09; rule = uniglomerular adPN/lPN types (_adPN$|_lPN$); vPN/ilPN/lvPN excluded",2,71,re:_(ad|l)PN$
davie2018,Olfactory_projection_neurons,DL1_adPN,fuzzy,"Table S2 res2 cluster 27 'OPN: adPN and lPN' (Komiyama & Luo 2007; Li 2017); ChAT 1.60, acj6 0.09; rule = uniglomerular adPN/lPN types (_adPN$|_lPN$); vPN/ilPN/lvPN excluded",4,71,re:_(ad|l)PN$
davie2018,Olfactory_projection_neurons,DL2d_adPN,fuzzy,"Table S2 res2 cluster 27 'OPN: adPN and lPN' (Komiyama & Luo 2007; Li 2017); ChAT 1.60, acj6 0.09; rule = uniglomerular adPN/lPN types (_adPN$|_lPN$); vPN/ilPN/lvPN excluded",9,71,re:_(ad|l)PN$
davie2018,Olfactory_projection_neurons,DL2v_adPN,fuzzy,"Table S2 res2 cluster 27 'OPN: adPN and lPN' (Komiyama & Luo 2007; Li 2017); ChAT 1.60, acj6 0.09; rule = uniglomerular adPN/lPN types (_adPN$|_lPN$); vPN/ilPN/lvPN excluded",8,71,re:_(ad|l)PN$
davie2018,Olfactory_projection_neurons,DL3_lPN,fuzzy,"Table S2 res2 cluster 27 'OPN: adPN and lPN' (Komiyama & Luo 2007; Li 2017); ChAT 1.60, acj6 0.09; rule = uniglomerular adPN/lPN types (_adPN$|_lPN$); vPN/ilPN/lvPN excluded",11,71,re:_(ad|l)PN$
davie2018,Olfactory_projection_neurons,DL4_adPN,fuzzy,"Table S2 res2 cluster 27 'OPN: adPN and lPN' (Komiyama & Luo 2007; Li 2017); ChAT 1.60, acj6 0.09; rule = uniglomerular adPN/lPN types (_adPN$|_lPN$); vPN/ilPN/lvPN excluded",2,71,re:_(ad|l)PN$
davie2018,Olfactory_projection_neurons,DL5_adPN,fuzzy,"Table S2 res2 cluster 27 'OPN: adPN and lPN' (Komiyama & Luo 2007; Li 2017); ChAT 1.60, acj6 0.09; rule = uniglomerular adPN/lPN types (_adPN$|_lPN$); vPN/ilPN/lvPN excluded",2,71,re:_(ad|l)PN$
davie2018,Olfactory_projection_neurons,DM1_lPN,fuzzy,"Table S2 res2 cluster 27 'OPN: adPN and lPN' (Komiyama & Luo 2007; Li 2017); ChAT 1.60, acj6 0.09; rule = uniglomerular adPN/lPN types (_adPN$|_lPN$); vPN/ilPN/lvPN excluded",2,71,re:_(ad|l)PN$
davie2018,Olfactory_projection_neurons,DM2_lPN,fuzzy,"Table S2 res2 cluster 27 'OPN: adPN and lPN' (Komiyama & Luo 2007; Li 2017); ChAT 1.60, acj6 0.09; rule = uniglomerular adPN/lPN types (_adPN$|_lPN$); vPN/ilPN/lvPN excluded",4,71,re:_(ad|l)PN$
davie2018,Olfactory_projection_neurons,DM3_adPN,fuzzy,"Table S2 res2 cluster 27 'OPN: adPN and lPN' (Komiyama & Luo 2007; Li 2017); ChAT 1.60, acj6 0.09; rule = uniglomerular adPN/lPN types (_adPN$|_lPN$); vPN/ilPN/lvPN excluded",2,71,re:_(ad|l)PN$
davie2018,Olfactory_projection_neurons,DM4_adPN,fuzzy,"Table S2 res2 cluster 27 'OPN: adPN and lPN' (Komiyama & Luo 2007; Li 2017); ChAT 1.60, acj6 0.09; rule = uniglomerular adPN/lPN types (_adPN$|_lPN$); vPN/ilPN/lvPN excluded",2,71,re:_(ad|l)PN$
davie2018,Olfactory_projection_neurons,DM5_lPN,fuzzy,"Table S2 res2 cluster 27 'OPN: adPN and lPN' (Komiyama & Luo 2007; Li 2017); ChAT 1.60, acj6 0.09; rule = uniglomerular adPN/lPN types (_adPN$|_lPN$); vPN/ilPN/lvPN excluded",7,71,re:_(ad|l)PN$
davie2018,Olfactory_projection_neurons,DM6_adPN,fuzzy,"Table S2 res2 cluster 27 'OPN: adPN and lPN' (Komiyama & Luo 2007; Li 2017); ChAT 1.60, acj6 0.09; rule = uniglomerular adPN/lPN types (_adPN$|_lPN$); vPN/ilPN/lvPN excluded",7,71,re:_(ad|l)PN$
davie2018,Olfactory_projection_neurons,DP1l_adPN,fuzzy,"Table S2 res2 cluster 27 'OPN: adPN and lPN' (Komiyama & Luo 2007; Li 2017); ChAT 1.60, acj6 0.09; rule = uniglomerular adPN/lPN types (_adPN$|_lPN$); vPN/ilPN/lvPN excluded",2,71,re:_(ad|l)PN$
davie2018,Olfactory_projection_neurons,DP1m_adPN,fuzzy,"Table S2 res2 cluster 27 'OPN: adPN and lPN' (Komiyama & Luo 2007; Li 2017); ChAT 1.60, acj6 0.09; rule = uniglomerular adPN/lPN types (_adPN$|_lPN$); vPN/ilPN/lvPN excluded",2,71,re:_(ad|l)PN$
davie2018,Olfactory_projection_neurons,D_adPN,fuzzy,"Table S2 res2 cluster 27 'OPN: adPN and lPN' (Komiyama & Luo 2007; Li 2017); ChAT 1.60, acj6 0.09; rule = uniglomerular adPN/lPN types (_adPN$|_lPN$); vPN/ilPN/lvPN excluded",6,71,re:_(ad|l)PN$
davie2018,Olfactory_projection_neurons,VA1d_adPN,fuzzy,"Table S2 res2 cluster 27 'OPN: adPN and lPN' (Komiyama & Luo 2007; Li 2017); ChAT 1.60, acj6 0.09; rule = uniglomerular adPN/lPN types (_adPN$|_lPN$); vPN/ilPN/lvPN excluded",6,71,re:_(ad|l)PN$
davie2018,Olfactory_projection_neurons,VA1v_adPN,fuzzy,"Table S2 res2 cluster 27 'OPN: adPN and lPN' (Komiyama & Luo 2007; Li 2017); ChAT 1.60, acj6 0.09; rule = uniglomerular adPN/lPN types (_adPN$|_lPN$); vPN/ilPN/lvPN excluded",8,71,re:_(ad|l)PN$
davie2018,Olfactory_projection_neurons,VA2_adPN,fuzzy,"Table S2 res2 cluster 27 'OPN: adPN and lPN' (Komiyama & Luo 2007; Li 2017); ChAT 1.60, acj6 0.09; rule = uniglomerular adPN/lPN types (_adPN$|_lPN$); vPN/ilPN/lvPN excluded",2,71,re:_(ad|l)PN$
davie2018,Olfactory_projection_neurons,VA3_adPN,fuzzy,"Table S2 res2 cluster 27 'OPN: adPN and lPN' (Komiyama & Luo 2007; Li 2017); ChAT 1.60, acj6 0.09; rule = uniglomerular adPN/lPN types (_adPN$|_lPN$); vPN/ilPN/lvPN excluded",4,71,re:_(ad|l)PN$
davie2018,Olfactory_projection_neurons,VA4_lPN,fuzzy,"Table S2 res2 cluster 27 'OPN: adPN and lPN' (Komiyama & Luo 2007; Li 2017); ChAT 1.60, acj6 0.09; rule = uniglomerular adPN/lPN types (_adPN$|_lPN$); vPN/ilPN/lvPN excluded",2,71,re:_(ad|l)PN$
davie2018,Olfactory_projection_neurons,VA5_lPN,fuzzy,"Table S2 res2 cluster 27 'OPN: adPN and lPN' (Komiyama & Luo 2007; Li 2017); ChAT 1.60, acj6 0.09; rule = uniglomerular adPN/lPN types (_adPN$|_lPN$); vPN/ilPN/lvPN excluded",6,71,re:_(ad|l)PN$
davie2018,Olfactory_projection_neurons,VA6_adPN,fuzzy,"Table S2 res2 cluster 27 'OPN: adPN and lPN' (Komiyama & Luo 2007; Li 2017); ChAT 1.60, acj6 0.09; rule = uniglomerular adPN/lPN types (_adPN$|_lPN$); vPN/ilPN/lvPN excluded",2,71,re:_(ad|l)PN$
davie2018,Olfactory_projection_neurons,VA7l_adPN,fuzzy,"Table S2 res2 cluster 27 'OPN: adPN and lPN' (Komiyama & Luo 2007; Li 2017); ChAT 1.60, acj6 0.09; rule = uniglomerular adPN/lPN types (_adPN$|_lPN$); vPN/ilPN/lvPN excluded",2,71,re:_(ad|l)PN$
davie2018,Olfactory_projection_neurons,VA7m_lPN,fuzzy,"Table S2 res2 cluster 27 'OPN: adPN and lPN' (Komiyama & Luo 2007; Li 2017); ChAT 1.60, acj6 0.09; rule = uniglomerular adPN/lPN types (_adPN$|_lPN$); vPN/ilPN/lvPN excluded",6,71,re:_(ad|l)PN$
davie2018,Olfactory_projection_neurons,VC1_lPN,fuzzy,"Table S2 res2 cluster 27 'OPN: adPN and lPN' (Komiyama & Luo 2007; Li 2017); ChAT 1.60, acj6 0.09; rule = uniglomerular adPN/lPN types (_adPN$|_lPN$); vPN/ilPN/lvPN excluded",2,71,re:_(ad|l)PN$
davie2018,Olfactory_projection_neurons,VC2_lPN,fuzzy,"Table S2 res2 cluster 27 'OPN: adPN and lPN' (Komiyama & Luo 2007; Li 2017); ChAT 1.60, acj6 0.09; rule = uniglomerular adPN/lPN types (_adPN$|_lPN$); vPN/ilPN/lvPN excluded",2,71,re:_(ad|l)PN$
davie2018,Olfactory_projection_neurons,VC3_adPN,fuzzy,"Table S2 res2 cluster 27 'OPN: adPN and lPN' (Komiyama & Luo 2007; Li 2017); ChAT 1.60, acj6 0.09; rule = uniglomerular adPN/lPN types (_adPN$|_lPN$); vPN/ilPN/lvPN excluded",7,71,re:_(ad|l)PN$
davie2018,Olfactory_projection_neurons,VC4_adPN,fuzzy,"Table S2 res2 cluster 27 'OPN: adPN and lPN' (Komiyama & Luo 2007; Li 2017); ChAT 1.60, acj6 0.09; rule = uniglomerular adPN/lPN types (_adPN$|_lPN$); vPN/ilPN/lvPN excluded",6,71,re:_(ad|l)PN$
davie2018,Olfactory_projection_neurons,VL2a_adPN,fuzzy,"Table S2 res2 cluster 27 'OPN: adPN and lPN' (Komiyama & Luo 2007; Li 2017); ChAT 1.60, acj6 0.09; rule = uniglomerular adPN/lPN types (_adPN$|_lPN$); vPN/ilPN/lvPN excluded",2,71,re:_(ad|l)PN$
